Product,Organic,Unit,Label,COO,Sales Order,Invoice #,Invoice Payment Status,Most Recent Invoice Paid Date,Sale Location,Sales Rep,Reqs. Date,Customer,Lot,Vendor,Source,Received Date,Use By Date,Pack Date,Lot Location,Quantity,Cost per Unit,Price per Unit,Total Cost,Total Sold Lot Expenses,Total Revenue,Total Profit $,Total Profit %
"Basil, Italian",true,10X1 Lb Bag Carton,G115,MX,5270908,112964,Partially paid,2025-05-19,California Specialty,Alma Hinojos,05/19/2025,"CALALU, LLC (DBA CALIFORNIA SPECIALTY FARMS)",6676-BAS-1,#AGRPCS G115,PO #6676,05/19/2025,,,California Specialty,50.00,27.50,30.00,1375.00,0.00,1500.00,125.00,8.33
"Basil, Italian",true,10X1 Lb Bag Carton,G115,,5270961,112965,Unpaid,,Dynasty Fresh,Alma Hinojos,05/19/2025,DYNASTY FRESH INTERNATIONAL,6675-BAS-1,#AGRPCS G115,PO #6675,05/19/2025,,,Dynasty Fresh,10.00,22.50,25.00,225.00,0.00,250.00,25.00,10.00
"Basil, Italian",false,10X1 Lb Bag Carton,G115,,5270987,112966,Unpaid,,Direct Shipment,Gerardo Zuniga,05/18/2025,*THE GROWERS CONNECTION,6678-BAS-1,#AGRPCS G115,PO #6678,,,,Direct Shipment,21.00,0.00476,25.00,0.10,0.00,525.00,524.90,99.98
"Basil, Italian",true,10X1 Lb Bag Carton,G115,,5271049,112969,Unpaid,,LV Fresh Produce Inc,Alma Hinojos,05/22/2025,"COOSEMANS D.C., INC",6680-BAS-1,#AGRPCS G115,PO #6680,05/22/2025,,,LV Fresh Produce Inc,56.00,30.00,35.00,1680.00,0.00,1960.00,280.00,14.29
"Basil, Italian",false,10X1 Lb Bag Carton,G115,,5301619,113001,Unpaid,,Navarro's Trucking,Enrique Vazquez,05/27/2025,"PRESSED JUICERY, INC.",6729-BAS-1,#AGRPCS G115,PO #6729,05/28/2025,,,Navarro's Trucking,10.00,20.00,29.50,200.00,0.00,295.00,95.00,32.20
"Basil, Italian",false,10X1 Lb Bag Carton,G115,,5302730,113016,Unpaid,,Redmond Logistics,Enrique Vazquez,05/27/2025,"BAY AREA HERBS & SPECIALTIES, LLC",6731-BAS-1,#AGRPCS G115,PO #6731,05/28/2025,,,Redmond Logistics,40.00,18.00,22.50,720.00,0.00,900.00,180.00,20.00
"Basil, Italian",false,10X1 Lb Bag Carton,G115,,5304749,113019,Unpaid,,Direct Shipment,Gerardo Zuniga,05/26/2025,*THE GROWERS CONNECTION,6739-BAS-1,#AGRPCS G115,PO #6739,,,,Direct Shipment,43.00,0.01,0.00023,0.43,0.00,0.01,-0.42,-4200.00
"Basil, Italian",true,10X1 Lb Bag Carton,G115,MX,5324011,113043,Unused,,LV Fresh Produce Inc,Alma Hinojos,05/15/2025,"COOSEMANS D.C., INC",6640-BAS-1,#AGRPCS G115,PO #6640,05/15/2025,,,LV Fresh Produce Inc,-5.60,30.00,35.00,-168.00,0.00,-196.00,-28.00,-14.29
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5185412,112831,Unpaid,,Sunrise Produce,Gerardo Zuniga,05/01/2025,LOEWY ENTERPRISES LLC (DBA SUNRISE PRODUCE),6524-BAS-1,#ALAHAR G116,PO #6524,05/01/2025,,,Sunrise Produce,19.00,30.00,40.00,570.00,0.00,760.00,190.00,25.00
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5185716,112832,Unpaid,,Nature's Produce,Gerardo Zuniga,05/01/2025,(R) C AZUCENA,6526-BAS-1,#ALAHAR G116,PO #6526,05/01/2025,,,Nature's Produce,50.00,27.50,30.50,1375.00,0.00,1525.00,150.00,9.84
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5207672,112861,Unpaid,,Nature's Produce,Gerardo Zuniga,05/05/2025,(R) C AZUCENA,6556-BAS-1,#ALAHAR G116,PO #6556,05/05/2025,,,Nature's Produce,50.00,18.00,20.00,900.00,0.00,1000.00,100.00,10.00
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5222216,112888,Unpaid,,Sunrise Produce,Gerardo Zuniga,05/08/2025,LOEWY ENTERPRISES LLC (DBA SUNRISE PRODUCE),6584-BAS-1,#ALAHAR G116,PO #6584,05/08/2025,,,Sunrise Produce,16.00,27.50,35.00,440.00,0.00,560.00,120.00,21.43
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5225334,112897,Unpaid,,Redmond Logistics,Enrique Vazquez,05/08/2025,"BAY AREA HERBS & SPECIALTIES, LLC",6594-BAS-1,#ALAHAR G116,PO #6594,05/09/2025,,,Redmond Logistics,20.00,20.00,22.50,400.00,0.00,450.00,50.00,11.11
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5239983,112922,Unpaid,,Redmond Logistics,Enrique Vazquez,05/12/2025,"BAY AREA HERBS & SPECIALTIES, LLC",6628-BAS-1,#ALAHAR G116,PO #6628,05/13/2025,,,Redmond Logistics,40.00,20.00,22.50,800.00,0.00,900.00,100.00,11.11
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5248114,112930,Unpaid,,Nature's Produce,Gerardo Zuniga,05/16/2025,(R) C AZUCENA,6635-BAS-1,#ALAHAR G116,PO #6635,05/16/2025,,,Nature's Produce,50.00,16.00,20.00,800.00,80.00,1000.00,120.00,12.00
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5254970,112940,Unpaid,,Redmond Logistics,Enrique Vazquez,05/15/2025,"BAY AREA HERBS & SPECIALTIES, LLC",6652-BAS-1,#ALAHAR G116,PO #6652,05/16/2025,,,Redmond Logistics,40.00,20.00,22.50,800.00,0.00,900.00,100.00,11.11
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5270511,112956,Unpaid,,Nature's Produce,Gerardo Zuniga,05/19/2025,(R) C AZUCENA,6665-BAS-1,#ALAHAR G116,PO #6665,05/19/2025,,,Nature's Produce,50.00,18.00,20.00,900.00,0.00,1000.00,100.00,10.00
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5285060,112983,Unpaid,,Redmond Logistics,Enrique Vazquez,05/22/2025,"BAY AREA HERBS & SPECIALTIES, LLC",6693-BAS-1,#ALAHAR G116,PO #6693,05/23/2025,,,Redmond Logistics,40.00,20.00,22.50,800.00,0.00,900.00,100.00,11.11
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5290237,112994,Unpaid,,Nature's Produce,Gerardo Zuniga,05/23/2025,(R) C AZUCENA,6706-BAS-1,#ALAHAR G116,PO #6706,05/23/2025,,,Nature's Produce,56.00,18.00,20.00,1008.00,0.00,1120.00,112.00,10.00
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5290269,112995,Unpaid,,Sunrise Produce,Gerardo Zuniga,05/27/2025,LOEWY ENTERPRISES LLC (DBA SUNRISE PRODUCE),6707-BAS-1,#ALAHAR G116,PO #6707,05/27/2025,,,Sunrise Produce,20.00,22.50,27.50,450.00,0.00,550.00,100.00,18.18
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5302185,113005,Unpaid,,Nature's Produce,Gerardo Zuniga,05/28/2025,(R) C AZUCENA,6719-BAS-1,#ALAHAR G116,PO #6719,05/28/2025,,,Nature's Produce,50.00,18.00,20.00,900.00,0.00,1000.00,100.00,10.00
"Basil, Italian",false,10X1 Lb Bag Carton,G116,,5323761,113042,Unpaid,,Nature's Produce,Gerardo Zuniga,05/30/2025,(R) C AZUCENA,6759-BAS-1,#ALAHAR G116,PO #6759,,,,Nature's Produce,50.00,18.00,20.00,900.00,0.00,1000.00,100.00,10.00
"Basil, Italian",false,10X1 Lb Bag Carton,G124,,5209345,112869,Unpaid,,Navarro's Trucking,Enrique Vazquez,05/05/2025,"PRESSED JUICERY, INC.",6562-BAS-1,#ARGOSA G124,PO #6562,05/07/2025,,,Navarro's Trucking,10.00,20.00,29.50,200.00,16.67,295.00,78.33,26.55
"Basil, Italian",false,10X1 Lb Bag Carton,G124,,5222504,112893,Unpaid,,Redmond Logistics,Enrique Vazquez,05/08/2025,"COOKS COMPANY PRODUCE, INC",6588-BAS-1,#ARGOSA G124,PO #6588,,,,Redmond Logistics,20.00,20.00,25.00,400.00,33.33,500.00,66.67,13.33
"Basil, Italian",false,10X1 Lb Bag Carton,G124,,5239414,112915,Unpaid,,Navarro's Trucking,Enrique Vazquez,05/12/2025,"PRESSED JUICERY, INC.",6611-BAS-1,#ARGOSA G124,PO #6611,05/13/2025,,,Navarro's Trucking,10.00,20.00,29.50,200.00,16.67,295.00,78.33,26.55
"Basil, Italian",false,10X1 Lb Bag Carton,G124,,5254366,112936,Partially paid,2025-05-15,Redmond Logistics,Enrique Vazquez,05/15/2025,"COOKS COMPANY PRODUCE, INC",6647-BAS-1,#ARGOSA G124,PO #6647,05/16/2025,,,Redmond Logistics,20.00,20.00,25.00,400.00,33.33,500.00,66.67,13.33
"Basil, Italian",false,10X1 Lb Bag Carton,G124,,5270756,112957,Unpaid,,Navarro's Trucking,Enrique Vazquez,05/19/2025,"PRESSED JUICERY, INC.",6667-BAS-1,#ARGOSA G124,PO #6667,05/20/2025,,,Navarro's Trucking,10.00,20.00,29.50,200.00,16.67,295.00,78.33,26.55
"Basil, Italian",false,10X1 Lb Bag Carton,G124,,5284678,112980,Unpaid,,Redmond Logistics,Enrique Vazquez,05/22/2025,"COOKS COMPANY PRODUCE, INC",6691-BAS-1,#ARGOSA G124,PO #6691,,,,Redmond Logistics,25.00,20.00,25.00,500.00,57.14,625.00,67.86,10.86
"Basil, Italian",false,10X1 Lb Bag Carton,G124,,5316931,113032,Unpaid,,Redmond Logistics,Enrique Vazquez,05/29/2025,"COOKS COMPANY PRODUCE, INC",6750-BAS-1,#AGRPCS G115,PO #6750,,,,Redmond Logistics,25.00,20.00,25.00,500.00,0.00,625.00,125.00,20.00
"Basil, Italian",true,10X1 Lb Bag Carton,Gen,,5302398,113009,Unpaid,,California Specialty,Alma Hinojos,05/27/2025,"CALALU, LLC (DBA CALIFORNIA SPECIALTY FARMS)",6723-BAS-1,Heaven Sent Organic S de RL de CV,PO #6723,05/27/2025,,,Direct Shipment,20.00,24.00,30.00,480.00,0.00,600.00,120.00,20.00
"Basil, Italian",true,10X1 Lb Bag Carton,Gen,,5302418,113011,Unpaid,,LV Fresh Produce Inc,Alma Hinojos,05/29/2025,"COOSEMANS D.C., INC",6726-BAS-1,Heaven Sent Organic S de RL de CV,PO #6726,05/29/2025,,,Direct Shipment,56.00,24.00,35.00,1344.00,0.00,1960.00,616.00,31.43
"Basil, Italian",false,8X1 Lb Bag Carton,G116,,5201449,112858,Unpaid,,Eureka Specialties,Enrique Vazquez,05/01/2025,"EUREKA SPECIALTIES, INC.",6546-BAS-2,#ALAHAR G116,PO #6546,05/01/2025,,,Eureka Specialties,106.00,30.00,32.00,3180.00,0.00,3392.00,212.00,6.25
"Basil, Italian",false,8X1 Lb Bag Carton,G116,,5209487,112874,Unpaid,,Eureka Specialties,Enrique Vazquez,05/05/2025,"EUREKA SPECIALTIES, INC.",6570-BAS-1,#ALAHAR G116,PO #6570,05/05/2025,,,Eureka Specialties,106.00,20.00,22.00,2120.00,0.00,2332.00,212.00,9.09
"Basil, Italian",false,8X1 Lb Bag Carton,G116,,5226724,112899,Unpaid,,Eureka Specialties,Enrique Vazquez,05/08/2025,"EUREKA SPECIALTIES, INC.",6597-BAS-1,#ALAHAR G116,PO #6597,05/09/2025,,,Eureka Specialties,106.00,20.00,22.00,2120.00,0.00,2332.00,212.00,9.09
"Basil, Italian",false,8X1 Lb Bag Carton,G116,,5240029,112924,Unpaid,,Eureka Specialties,Enrique Vazquez,05/12/2025,"EUREKA SPECIALTIES, INC.",6630-BAS-1,#ALAHAR G116,PO #6630,05/13/2025,,,Eureka Specialties,106.00,20.00,22.00,2120.00,0.00,2332.00,212.00,9.09
"Basil, Italian",false,8X1 Lb Bag Carton,G116,,5258670,112943,Unpaid,,Eureka Specialties,Enrique Vazquez,05/15/2025,"EUREKA SPECIALTIES, INC.",6655-BAS-1,#ALAHAR G116,PO #6655,05/15/2025,,,Eureka Specialties,106.00,20.00,22.00,2120.00,0.00,2332.00,212.00,9.09
"Basil, Italian",false,8X1 Lb Bag Carton,G116,,5272907,112974,Unpaid,,Eureka Specialties,Enrique Vazquez,05/19/2025,"EUREKA SPECIALTIES, INC.",6683-BAS-1,#ALAHAR G116,PO #6683,05/19/2025,,,Eureka Specialties,106.00,20.00,22.00,2120.00,0.00,2332.00,212.00,9.09
"Basil, Italian",false,8X1 Lb Bag Carton,G116,,5285051,112982,Unpaid,,Eureka Specialties,Enrique Vazquez,05/22/2025,"EUREKA SPECIALTIES, INC.",6692-BAS-1,#ALAHAR G116,PO #6692,05/23/2025,,,Eureka Specialties,106.00,20.00,22.00,2120.00,0.00,2332.00,212.00,9.09
"Basil, Italian",false,8X1 Lb Bag Carton,G116,,5302753,113017,Unpaid,,Eureka Specialties,Enrique Vazquez,05/27/2025,"EUREKA SPECIALTIES, INC.",6733-BAS-1,#ALAHAR G116,PO #6733,05/27/2025,,,Eureka Specialties,106.00,20.00,22.00,2120.00,0.00,2332.00,212.00,9.09
"Basil, Italian",false,8X1 Lb Bag Carton,G116,,5317177,113034,Unpaid,,Eureka Specialties,Enrique Vazquez,05/29/2025,"EUREKA SPECIALTIES, INC.",6752-BAS-1,#ALAHAR G116,PO #6752,05/29/2025,,,Eureka Specialties,106.00,20.00,22.00,2120.00,0.00,2332.00,212.00,9.09
"Basil, Opal",false,10X1 Lb Bag Carton,G126,,5239367,112913,Partially paid,2025-05-13,Best Deal Brokerage,Enrique Vazquez,05/13/2025,EVERGREEN HERBS LTD (VANCOUVER),6604-BAS-1,#HOMSPE G126,PO #6604,05/13/2025,,,Best Deal Brokerage,1.00,20.00,25.00,20.00,1.54,25.00,3.46,13.84
"Basil, Opal",false,10X1 Lb Bag Carton,G128,,5254419,112937,Partially paid,2025-05-15,Best Deal Brokerage,Enrique Vazquez,05/15/2025,EVERGREEN HERBS LTD (VANCOUVER),6649-BAS-1,#AGRPCS G115,PO #6649,05/16/2025,,,Best Deal Brokerage,1.00,0.00,1.00,0.00,0.57,1.00,0.43,43.00
Carrots Orange (Peeled),false,10X5 Lb Bag Carton,G115,,5209307,112866,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/06/2025,EVERGREEN HERBS LTD (VANCOUVER),6563-CAR-1,#AGRPCS G115,PO #6563,05/07/2025,,,Best Deal Brokerage,70.00,65.00,80.00,4550.00,54.44,5600.00,995.56,17.78
Carrots Orange (Peeled),false,8X5 Lb Bag Carton,G115,,5222216,112888,Unpaid,,Sunrise Produce,Gerardo Zuniga,05/08/2025,LOEWY ENTERPRISES LLC (DBA SUNRISE PRODUCE),6585-CAR-1,#AGRPCS G115,PO #6585,05/08/2025,,,Sunrise Produce,10.00,72.00,76.00,720.00,0.00,760.00,40.00,5.26
"Carrots, Atomic Red",false,25 Lb Bag,G126,MX,5253256,112933,Unpaid,,Best Deal Brokerage,Denisse Tavares,05/13/2025,FRESH DIRECT,6643-ATO-1,#HOMSPE G126,PO #6643,,,,Best Deal Brokerage,2.00,1.00,1.00,2.00,0.00,2.00,0.00,0.00
"Chards, Green",true,24 Bunch Carton,G121,,5221409,112880,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/06/2025,ROOTS ORGANIC INC,6571-CHA-2,#VALORG G121,PO #6571,05/07/2025,,,Best Deal Brokerage,25.00,13.50,20.50,337.50,122.45,512.50,52.55,10.25
"Chards, Green",true,24 Bunch Carton,G121,,5241915,112928,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/13/2025,ROOTS ORGANIC INC,6633-CHA-1,#VALORG G121,PO #6633,05/13/2025,,,Best Deal Brokerage,26.00,16.00,20.50,416.00,89.38,533.00,27.62,5.18
"Chards, Green",true,24 Bunch Carton,G121,,5264649,112953,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/20/2025,ROOTS ORGANIC INC,6663-CHA-1,#VALORG G121,PO #6663,05/20/2025,,,Best Deal Brokerage,39.00,12.75,18.50,497.25,150.49,721.50,73.76,10.22
"Chards, Green",true,24 Bunch Carton,G121,,5312404,113025,Unused,,Best Deal Brokerage,Enrique Vazquez,05/20/2025,ROOTS ORGANIC INC,6663-CHA-1,#VALORG G121,PO #6663,05/20/2025,,,Best Deal Brokerage,-32.00,12.75,18.50,-408.00,-123.48,-592.00,-60.52,-10.22
"Chards, Rainbow",true,24 Bunch Carton,G121,,5221409,112880,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/06/2025,ROOTS ORGANIC INC,6571-CHA-3,#VALORG G121,PO #6571,05/07/2025,,,Best Deal Brokerage,24.00,13.50,20.50,324.00,117.55,492.00,50.45,10.25
"Chards, Rainbow",true,24 Bunch Carton,G121,,5241915,112928,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/13/2025,ROOTS ORGANIC INC,6633-CHA-2,#VALORG G121,PO #6633,05/13/2025,,,Best Deal Brokerage,35.00,16.00,20.50,560.00,120.31,717.50,37.19,5.18
"Chards, Rainbow",true,24 Bunch Carton,G121,,5264649,112953,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/20/2025,ROOTS ORGANIC INC,6663-CHA-2,#VALORG G121,PO #6663,05/20/2025,,,Best Deal Brokerage,71.00,12.75,18.50,905.25,273.97,1313.50,134.28,10.22
"Chards, Rainbow",true,24 Bunch Carton,G121,,5312404,113025,Unused,,Best Deal Brokerage,Enrique Vazquez,05/20/2025,ROOTS ORGANIC INC,6663-CHA-2,#VALORG G121,PO #6663,05/20/2025,,,Best Deal Brokerage,-40.00,12.75,18.50,-510.00,-154.35,-740.00,-75.65,-10.22
"Chards, Red",true,24 Bunch Carton,G121,,5221409,112880,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/06/2025,ROOTS ORGANIC INC,6571-CHA-1,#VALORG G121,PO #6571,05/07/2025,,,Best Deal Brokerage,49.00,13.50,20.50,661.50,240.00,1004.50,103.00,10.25
"Chards, Red",true,24 Bunch Carton,G121,,5241915,112928,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/13/2025,ROOTS ORGANIC INC,6633-CHA-3,#VALORG G121,PO #6633,05/13/2025,,,Best Deal Brokerage,35.00,16.00,20.50,560.00,120.31,717.50,37.19,5.18
"Chards, Red",true,24 Bunch Carton,G121,,5264649,112953,Unpaid,,Best Deal Brokerage,Enrique Vazquez,05/20/2025,ROOTS ORGANIC INC,6663-CHA-3,#VALORG G121,PO #6663,05/20/2025,,,Best Deal Brokerage,74.00,12.75,18.50,943.50,285.54,1369.00,139.96,10.22
"Chards, Red",true,24 Bunch Carton,G121,,5312404,113025,Unused,,Best Deal Brokerage,Enrique Vazquez,05/20/2025,ROOTS ORGANIC INC,6663-CHA-3,#VALORG G121,PO #6663,05/20/2025,,,Best Deal Brokerage,-63.00,12.75,18.50,-803.25,-243.10,-1165.50,-119.15,-10.22
Chives,true,10X1 Lb Bag Carton,G115,,5191146,112840,Unpaid,,California Specialty,Alma Hinojos,05/01/2025,"CALALU, LLC (DBA CALIFORNIA SPECIALTY FARMS)",6534-CHI-1,#AGRPCS G115,PO #6534,05/01/2025,,,California Specialty,5.00,55.00,65.00,275.00,0.00,325.00,50.00,15.38
Chives,false,10X1 Lb Bag Carton,G115,,5191233,112843,Partially paid,2025-05-01,Best Deal Brokerage,Enrique Vazquez,05/01/2025,EVERGREEN HERBS LTD (VANCOUVER),6537-CHI-1,#AGRPCS G115,PO #6537,05/03/2025,,,Best Deal Brokerage,10.00,42.50,50.00,425.00,4.57,500.00,70.43,14.09
Chives,false,10X1 Lb Bag Carton,G115,,5209288,112865,Partially paid,2025-05-06,Best Deal Brokerage,Enrique Vazquez,05/06/2025,EVERGREEN HERBS LTD (VANCOUVER),6563-CHI-1,#AGRPCS G115,PO #6563,05/07/2025,,,Best Deal Brokerage,14.00,42.50,50.00,595.00,10.89,700.00,94.11,13.44
